url,title,description,hits,duration,likes,dislikes,comments_count,author_id,created_ts,publication_ts
3b8322c1b20ca1fc3d2bfd650612ae57,Спасатели начали готовиться к пожароопасному периоду - Москва 24,"Спасатели начали готовиться к пожароопасному периоду. Они отработали навыки тушения возгораний в лесах с помощью вертолетов и спецтехники.  

Подробнее – в эфире телеканала Москва 24.


#москва24 #м24 
Мы в социальных сетях:
Вконтакте: https://vk.com/infomoscow24
Одноклассники: https://ok.ru/infomoscow24
Telegram: https://t.me/infomoscow24
Москва 24 - это новости 24 часа в прямом эфире.
Наши корреспонденты освещают все важные события города.
Политика, экономика, спорт, юмор, погода, интервью, специальные репортажи, происшествия и многое другое вы увидите первыми в прямом эфире",4,135,0,0,0,24309939,2024-04-28T12:20:50,2024-04-28T12:20:50
50703a1e4e50bd6ee03d56fc3d660d65,Реактивная артиллерия накрыла скопление живой силы и техники ВСУ у Волчанска,"Источник видео - военнослужащие ВС России, Министерство обороны России, СМИ России.",6,69,0,0,0,25644480,2024-04-28T12:18:07,2024-04-28T12:18:24
3b01eaa0ea0e66ae9bb0a453b1c190c3,Работа специалистов ремонтного батальона ВС России,"Источник видео - военнослужащие ВС России, Министерство обороны России, СМИ России.


Военнослужащие ремонтно-восстановительного батальона группировки прикрытия государственной границы продолжают непрерывно восстанавливать, ремонтировать и модернизировать военную технику и вооружение 

Специалисты-ремонтники организовали круглосуточную посменную работу по восстановлению и вводу в строй поврежденной на поле боя техники.

Работа военнослужащих ремонтно-восстановительного батальона организована сразу в нескольких цехах. Здесь производится, как мелкий ремонт и обслуживание поврежденных боевых машин в зависимости от их класса, так и полная замена вышедших из строя узлов и агрегатов.",3,52,0,0,0,25644480,2024-04-28T12:16:48,2024-04-28T12:17:24
d90dcbab5103e590b0fb9dbedc9c35b1,Как выглядит весной звенигородский Городок,"Городок самая древняя часть подмосковного Звенигорода, расположенный на месте Кремль 12 века. Прогулочный маршрут по нему пролегает через старинные валы, сосновый бор и живописные луга. 

#Звенигород #Городок #Прогулочныемаршруты #История #шригада",4,60,0,0,0,34575515,2024-04-28T12:13:24,2024-04-28T12:16:46
9ae377e840677bcc2b8ddcf0998dfac5,"Кисловка, Бердычи, Красногоровка бои, карта. СВО на Украине 28.04.24","В этом видео мы обсудим с Вами ситуацию в Украине за 28.04.2024
ПОДПИШИТЕСЬ НА КАНАЛ ПОСТАВЬТЕ ЛАЙК И РАКЕТУ
Наши победят Z V
ПОДДЕРЖИ КАНАЛ РУБЛЕМ - https://www.donationalerts.com/r/anubiswick
ДЗЕН-https://dzen.ru/profile/editor/id/623e0449e9b1211e895d9286

Зарегистрируй Кашелек payeer СCЫЛКА ВНИЗУ НА НЕМ МОЖНО ЗАРАБАТЫВАТЬ
КАШЕЛЕК PAYEER - https://payeer.com/?session=1462806
ЗАРАБОТОК ТЕЛЕГРАММ -https://t.me/HESOYAMDENGI


#КИСЛОВКА   #БЕРДЫЧИ   #КРАСНОГОРОВКА   #БОИ   #СВО   #УКРАИНА   #DEADFLOW",23,416,2,0,0,29035410,2024-04-28T12:07:01,2024-04-28T12:15:31
76a6775400e392126f106608cd08782e,Работа специалистов рембата,"Военнослужащие ремонтно-восстановительного батальона группировки прикрытия государственной границы продолжают непрерывно восстанавливать, ремонтировать и модернизировать военную технику и вооружение 

Специалисты-ремонтники организовали круглосуточную посменную работу по восстановлению и вводу в строй поврежденной на поле боя техники.

Работа военнослужащих ремонтно-восстановительного батальона организована сразу в нескольких цехах. Здесь производится, как мелкий ремонт и обслуживание поврежденных боевых машин в зависимости от их класса, так и полная замена вышедших из строя узлов и агрегатов.",11,52,4,0,0,24675435,2024-04-28T12:14:42,2024-04-28T12:15:00
1d8e3ba811776bd630fb350f079f0f64,"Поджёг??? Горит дом номер 46, там в студенчестве жил поэт Велимир Хлебников!!! #казань #мчс","МЫ в соцсетях:
Telegram https://t.me/odnzhi
DZEN https://dzen.ru/id/637a1a5dffba9c2b8e4e0758
ВК https://vk.com/odnzhi
Одноклассники  https://ok.ru/group/57791529353358

Делитесь в комментариях вашими мыслями о том, как нам стать лучше?",8,14,0,0,0,26838190,2024-04-28T12:08:21,2024-04-28T12:14:26
b2b47ed6ca2ffa57a1f6947eff60aea6,Городская среда / Единый День озеленения / 01.05.24,"Сотни саженцев сливы, абрикосов, сосны, сирени и других деревьев высадили горожане вместе с главой Владивостока Константином Шестаковым в «Единый День озеленения».  Что мотивирует людей участвовать в подобных мероприятиях и какие планы по озеленению Дальневосточной столицы на этот год? Расскажем в программе «Городская среда».",2,180,0,0,0,24245491,2024-04-28T12:07:57,2024-04-28T12:13:07
4a0ac91a5876a44168b13342ffe2ae96,Наши бойцы демонстрируют укрытие оборудованное на отлично,"Источник видео - военнослужащие ВС России, Министерство обороны России, СМИ России.

Налаженный быт и качественное укрытие - одни из условий успешного выполнения боевой задачи.",6,65,0,0,0,25644480,2024-04-28T12:11:43,2024-04-28T12:12:00
10e21232d6dc22b2893c0c971d73e9ef,РИА: студента МГУ из Одессы арестовали по подозрению в сборе денег для ВСУ,"В Москве арестован украинский студент МГУ, собиравший деньги для Вооруженных сил Украины и призывавший наносить удары по столице.
Студент арестован на 12 суток по статье 20.3.1 КоАП за возбуждение ненависти или вражды и унижение человеческого достоинства.
Мужчина родился в Одессе и имеет украинское гражданство, проживает в общежитии МГУ на Ломоносовском проспекте.
Арестованный публиковал националистические призывы и лозунги в интернете и организовывал сбор денег для нужд ВСУ.
Он также искал способы вступить в ряды украинской армии и призывал наносить удары по Москве в социальных сетях.
Студент был задержан 3 апреля за неповиновение законному распоряжению сотрудника полиции.
Ранее суд арестовал жителя Иваново, обвиняемого в финансировании Вооруженных сил Украины.",8,75,0,0,0,27240452,2024-04-28T12:09:06,2024-04-28T12:09:54
42203e958612f990955f7c13702d0fe6,Основные события недели в Севастополе: 22 - 28 апреля,"Основные события недели в Севастополе: 22 - 28 апреля.

Подписывайтесь на наш Телеграм-канал: https://t.me/nts_novosti
Смотрите новости Севастополя и Крыма на сайте НТС: http://nts-tv.com
В нашей группе ""ВКонтакте"": https://vk.com/ntssevastopol
На странице в ""Одноклассниках"": https://ok.ru/ntssevastopol",2,1820,0,0,0,23893862,2024-04-28T10:03:30,2024-04-28T12:07:57
6dcf72b82f5bf6885df3c9e8a8bbcae2,Краткая сводка КЛИМАТИЧЕСКИХ СОБЫТИЙ за 25.04.2024😱,,3,9,1,0,0,29538859,2024-04-28T12:06:45,2024-04-28T12:06:45
08f004e5e5c5d5ba6c33ae3767ce7173,"В Петергофе под ""Гимн Великому городу"" запустили фонтаны / События на ТВЦ","Открылся летний сезон.

#Петергоф #общество",6,160,0,0,0,24939157,2024-04-28T12:05:26,2024-04-28T12:06:01
fd6877eb04d7eefb9aeec64326f987fa,В Южном Бутове построили храм в честь святителя Стефана Пермского / События на ТВЦ,#Москва #РПЦ #строительство,5,25,0,0,0,24939157,2024-04-28T12:03:49,2024-04-28T12:04:19
98b4ffedd52d010be8eb05a68f7e57a5,"Собянин пригласил москвичей на фестиваль ""Пасхальный дар"" / События на ТВЦ",#Москва #Собянин #Пасха #праздник,8,42,0,0,0,24939157,2024-04-28T12:02:01,2024-04-28T12:02:44
593afba80c55872d3a92eb7b9b211cca,Бал маленьких принцесс прошёл в Вилючинске.,"Для каждого родителя его дочь, даже если она совсем кроха – принцесса, достойная быть приглашённой на бал.

Осуществить мечту не столько маленьких детей, сколько их мам и пап решила Валентина Явцева, руководитель Народного хореографического ансамбля «Русичи». Это она  в образе Королевы танцев встречала гостей бала и познакомила юных леди с танцами, которые танцевали на балах, с азами королевского этикета и манер.

Маленькие принцессы Вилючинска были неотразимы. В прекрасных нарядах они продефилировали по красной дорожке (кто-то гордо и самостоятельно, кто-то не без помощи родных).

И какой же бал без танцев? Конечно, были и они! Принцессы отплясывали с удовольствием. А в завершении всех пригласили на светское чаепитие, где каждая юная леди получила титул принцессы.

#ДКМеридиан #Вилючинск #балмаленькихпринцесс",8,177,0,0,0,30425707,2024-04-28T12:00:38,2024-04-28T12:02:19
193825e2ae8d5e9a718f9836dd0d4641,"Слезы, которых не сдержать. Анестезист получил весточку от девочки, которую спас у «Крокуса»","⭕️Подпишитесь на канал 360: https://rutube.ru/channel/23501555/

Он отказался от работы детским хирургом, так как понял — не сможет все время мириться с такими потерями. Может еще и поэтому он сделал всё, чтобы спасти 8-летнюю девочку, пострадавшую во время теракта у Крокус Сити Холла. Вячеслав был готов даже ее удочерить. О том, как всё происходило в тот вечер, и о том, как жить с этим дальше — в интервью анестезиста бригады скорой Вячеслава Сахарова специально для проекта «Жеребцова и точка».

#Телеканал360 #интервью #анестезист #крокусситихолл

⭕️Подписывайтесь на наши другие соцсети!",17,2238,1,1,0,23501555,2024-04-28T11:57:47,2024-04-28T12:01:33
c7eb0fb09d12dbc0786033e3b9dd2076,Армия России идет вперед в зоне спецоперации / События на ТВЦ,#Донбасс #СВО #спецоперация,8,156,1,0,0,24939157,2024-04-28T12:00:48,2024-04-28T12:01:16
4aa027dd5aa3b2596fb792c86814784a,Шестаков отвечает / 01.05.24,,9,610,0,0,0,24245491,2024-04-28T11:56:36,2024-04-28T12:01:09
f0f2d8b7f3a4d301593ed2984f848c15,"Родион Газманов об отце Олеге Газманове, отмене концертов. Утро в халате с Ариной Ростовской","⭕️Подпишитесь на канал 360: https://rutube.ru/channel/23501555/

Родион Газманов в шоу Арины Ростовской «Утро в  халате»: готовим вафли из тыквы с сыром маскарпоне, ягодами. Скучали по утренней готовке и задушевной болтовне со звездами? Мы – да, и сделали классное шоу с Ариной Ростовской, с топовыми гостями и лучшими рецептами.

#Телеканал360 #родионгазманов #утро #артист #халат

⭕️Подписывайтесь на наши другие соцсети!",20,1310,0,0,0,23501555,2024-04-28T09:59:06,2024-04-28T12:00:16
5627964f074486c20e46ca469dfb68db,Боевая работа экипажа БМП-3 ВС России,"Источник видео - военнослужащие ВС России, Министерство обороны России, СМИ России.


Экипажи БМП-3 группировки войск «Запад» уничтожили огневые точки и живую силу ВСУ 

После получения координат вражеских целей экипаж боевой машины пехоты выехал на огневую позицию и нанес огневое поражение противнику.

Контроль уничтожения обнаруженных целей проводился расчетами БпЛА, которые в режиме реального времени передавали результаты поражения на командный пункт.

После выполнения боевой задачи экипаж БМП-3 в кратчайшие сроки покинул огневую позицию и совершил марш в безопасный район.",4,48,0,0,0,25644480,2024-04-28T11:59:52,2024-04-28T12:00:14
89f67bb9582492b7d6df1e3633d1a814,"ГДЕньги: Набиуллина против всех, Шольца унизили, индекс шашлыка","На «Абзаце» – новые «ГДЕньги». Мария Иваткина приправляет щепоткой юмора и сарказма актуальные экономические события.

В этом выпуске:
▫️Реакция России на воровство активов
▫️Шольц и Штанмайер занялись развозом мяса по миру 
▫️Сбережения под подушкой: да или нет
▫️Пять причин Набиуллиной быть против всех
▫️Майские бьют по карману – шашлык подорожал 
▫️Две параллельных финансовых реальности России",202,612,47,0,0,25366325,2024-04-28T10:59:53,2024-04-28T12:00:11
8a1caa94397b314044c00c10318788e0,Выставка «Rosbuild-2022» #Shorts,"Выставка «Rosbuild-2022» в рамках «Российской строительной недели»
ЦВК «Экспоцентр», Москва, Россия

#Shorts #Rosbuild #Росбилд #РСН #Российскаястроительнаянеделя #Экспоцентр #Выставка #ВыставкаМосква #ВыставкаЭкспоцентр #ВыставкаRosbuild #ВыставкаРосбилд #ВыставкаРСН
#вибропрессованный #бетон #благоустройство #облицовка #камень #облицовочныеплиты #тротуарнаяплитка #спортивноеоборудование #игровыепространства #экокомплексы #workout #детскиеплощадки #освещение #свет #архитектура #LED #фигурныесветильники #светодиоды #световыеконструкции #лакокрасочныематериалы #лаки #краски #термостойкие #ремонт #отделка #интерьер #строительныематериалы #натуральныйкамень #гранит #декоративныеизделия #защита_конструкций #полимерные_материалы #полимочевина #утеплениеппу #гидроизоляция  #уличнаямебель #парковоеоборудование",3,59,0,0,0,34556194,2024-04-26T11:34:44,2024-04-28T12:00:11
81f8bbf24f2c73bc2c040c90fd2648f8,Воспитание детей | Без Штампов [Видеоподкаст],"Как правильно воспитывать ребёнка? Кто должен этим заниматься?

Следите за другими новостями вместе с нами:
→ Наш сайт: https://vm.ru/
→ Группа в ВК: https://vk.com/vmdaily
→ Телеграм канал: https://t.me/vmoskva",0,2721,0,0,0,24150315,2024-04-27T15:13:49,2024-04-28T12:00:10
4ab69c5364362ebafc20bb190d282316,سفينة عسكرية روسية تجري مناورات في بحر اليابان,"السفينة الصاروخية الروسية ""P-261"" تجري مناورات في بحر اليابان، وتضرب أهدافا بحرية بصواريخ ""موسكيت"" المضادة للسفن.",0,42,0,0,0,24394778,2024-04-27T20:51:36,2024-04-28T12:00:07
2f9a94817be3d58f209e42394ad41fff,Россия поставила на место посла Литвы после провокации с Крымским мостом / События на ТВЦ,"Дипломат опубликовал коллаж с ракетой, летящей к мосту.

#СВО #Крым #ООН #Литва",11,47,0,0,0,24939157,2024-04-28T11:58:56,2024-04-28T12:00:03
34a6687124c2a53ed0b4e367c9e01618,"⚔💥⚡""Тюльпан"" Кубанских артиллеристов поддерживает пехоту и сокрушает оборону врага в Красногоровке","Приятного Просмотра, Комментируем, Ставим👍🚀 ,Подписываемся на Канал! Спасибо БОЛЬШОЕ!!!

Если у Вас есть Желание Поблагодарить, Поддержать канал или Оказать Помощь каналу, будем Вам Очень Признательны!!!
⚡️ Карта Мир: ✔ 2202 2062 9560 7951 ✔                                                                                                                                                                                                                                                                                            
⚡️ ЮMoney: https://yoomoney.ru/to/4100111538398975                                                                                                                                                                                              
⚡ Donation Alerts: https://www.donationalerts.com/r/silavpravde_5_zv
⚡️Больше горячих новостей в моей группе в ВК: https://vk.com/silavpravdezv5 
 ❗ Источник (Правообладатель):https://t.me/nm_dnr",15,40,1,0,0,25280064,2024-04-28T11:59:28,2024-04-28T11:59:58
bff20999a83b1dbf7b811250f0c1bef7,В Москве встретили победителей Менделеевской олимпиады / События на ТВЦ,"Юные участники показали отличные результаты.

#Москва #образование",5,200,0,0,0,24939157,2024-04-28T11:57:39,2024-04-28T11:58:19
