id,channel_name,channel_description,followers,is_official_channel
24309939,Москва 24,"Телеканал «Москва 24». Есть чем поделиться.
Москва 24 - это новости 24 часа в прямом эфире. Наши корреспонденты освещают все важные события города. Политика, экономика, спорт, юмор, интервью, специальные репортажи, происшествия и многое другое вы увидите первыми в прямом эфире.

Сайт: https://www.m24.ru/ 

Мы в социальных сетях:
Вконтакте: https://vk.com/infomoscow24
Twitter: https://twitter.com/infomoscow24
Одноклассники: https://ok.ru/infomoscow24
Telegram https://t.me/infomoscow24",6909,True
25552281,ТЕЛЕРАДИОКОМПАНИЯ НАДЫМ,Здесь самые интересные и важные новости Надыма и района. Оставайся с нами!,132,True
33560785,СЕРЖАНТ,Ежедневные новости портала Минобороны России,350,False
25777406,Добрыня Никитич,"Только правда и ничего, кроме правды! 

Телеграм:  https://t.me/DoBrYniA_N
 
YouTube:   https://youtube.com/channel/UCFU19v_N6K_jqNHtF77zDDQ

 Яндекс Дзен:  https://zen.yandex.ru/id/62515f0c1305c02d257be76f

Привет!  Поддержать канал можно через мой QIWI Кошелек по этой ссылке https://qiwi.com/n/SERSVS777
Спасибо!",1079,False
32688574,Военные Сводки - Чё там в мире?,"На этом канале Вы можете найти всю необходимую Вам информацию о конфликте на украине.

Канал ""Военные Сводки - Чё там в мире?"" осуждает любое насилие в мире и призывает все противоборствующе стороны к диалогу и дипломатии",8767,False
33870869,ZаРусь_1,Вся правда мира.      t.me/zarus_1,156,False
26594937,another_story,"Расширьте границы своего сознания вместе с нами! Правдивая история, разоблачения, теории и расследования! Наш телеграм-канал https://t.me/+D7qh01o5xxg1OTky",6,False
25551328,Правдивые Сводки,"Я являюсь волонтером. отправляем гуманитарный груз бойцам в зону СВО. сохраняю эти видео чисто для себя и поэтому нет рекламы и не подключаю монетизацию. но из за некоторых товарищей который зарабатывают на жизни наших бойцов. устанавливают авторские права на видео которое сами не снимали . и их не загрузить уже на рутуб. я собираю новости с 20 каналов и те что нельзя публиковать тут я публикую в телеграме. если интересно то можете заходить и смотреть. я не гонюсь за бабками и по этому можете не подписываться. просто зашли. посмотрели и ушли) всем удачи и всем успехов
мой телеграмм -https://t.me/Shoma_72",2491,False
25814464,зеркало  nik fogel,,27,False
23488009,Телеканал Царьград,"Царьград – первый русский консервативный информационно-аналитический телеканал.

Сайт Царьград ТВ: https://tsargrad.tv/
ВКонтакте — https://vk.com/tsargradtv
Twitter — https://twitter.com/tsargradtv
Одноклассники — https://ok.ru/tsargradtv
Telegram — https://t.me/+O2tD0rNMPPM1NDMy
TikTok — https://www.tiktok.com/@tsargradtv",43057,True
25262286,Тобольское Время,"ТРК ""Тобольское время"" - мы в курсе главных событий жизни города. 
Программа ""День за днём"" выходит по будням в 6:00, 9:00, 12:00, 14:30, 18:30 (прямой эфир), 20:30, 22:00.
Программа ""Тобольская панорама"": суббота - 20:30, воскресенье - 08:30, 12:00, 20:30.

Наш основной телепродукт:
- ежедневная информационная программа ""День за днём"";
- еженедельная информационно-аналитическая программа ""Тобольская панорама"";
- еженедельная программа ""Актуальное интервью"";
- исторический проект ""Легенды Тобольска"";
- рубрика ""Спортивная афиша"";
- рубрика ""Культурная афиша"";
- спецрепортажи;
- документальные фильмы;
- прямые трансляции значимых событий.

НАШИ РЕКЛАМНЫЕ ВОЗМОЖНОСТИ на каналах ""Тобольское время"", ""Тюменское время"" и СТС:
- рекламные ролики (прокат, изготовление)
- информационные видеоролики (прокат, изготовление);
- бегущая строка.

АДРЕС: г. Тобольск, ул. Самаровская, 17
Телефон редакции: (3456) 25-27-98
Телефон рекламной службы",68,False
980889,"ГТРК ""Адыгея""","Официальный канал ГТРК ""Адыгея""",209,True
24675435,Минобороны России,Официальный канал Минобороны России,24701,True
23874664,Пятый канал НОВОСТИ,"Информационные выпуски «Известий» — это оперативное информирование о самых важных событиях в России и мире, это прямые включения, собственные съемки, непредвзятый подход к выбору тем и сюжетов, компетентность и неангажированность ведущих, яркая и современная подача информации.",19796,True
23768970,ATV,,180,False
32279029,ЮСПА | USPA,"ЮСПА. Главные новости, особые моменты, и важные встречи, которые влияют на нашу жизнь",14,False
1017075,Денис Гетманов,"Всех приветствую на своем спорт канале, я фитнес тренер и здесь ты найдешь все что тебя интересует, буду рад если подпишешься🫰",0,False
23824090,Видеорегистратор,"Самые свежие новости из уст политиков. Всё, что вы услышите это субъективный взгляд, оценка моих представлений, отношение к окружающей действительности и самому себе.",527,False
23178409,НТВ,"Официальный канал НТВ на RUTUBE. 
Круглосуточный прямой эфир, главные новости, авторские программы, полные выпуски ваших любимых передач, яркие шоу и сериалы. 
Подписывайтесь, чтобы не пропустить новые видео, новые шоу, новые выпуски и премьеры! 

С любовью, 
ваш НТВ",327354,True
24984496,ГБОУ Школа № 1250,,8,False
25032214,"ИА ""Время Н""",,20,True
23349009,Вместе-РФ,"«Вместе–РФ» — телеканал Совета Федерации. Мы рассказываем обо всех общественно значимых событиях как в жизни страны в целом, так и в жизни регионов, где появляются важные экономические, социальные, культурные практики, накапливается ценный опыт, происходят интересные события.
У нас — прямые трансляции заседаний Совета Федерации и комитетов, парламентских слушаний, мнения авторитетных экспертов, просветительские и научно-популярные программы, качественное документальное кино и многое другое.",3836,True
27416505,МАРИУПОЛЬ 24,"Телевизионная сеть
Новости Мариуполя и Донецкой Народной Республики
Подписывайтесь на нас в социальных сетях:
https://t.me/mariupol24tv
https://rutube.ru/channel/27416505/
https://dzen.ru/mariupol24
https://ok.ru/mariupol24tv
https://vk.com/mariupol24tv",1026,False
24232558,Diplomatrutube,"Видеоканал Медиа Проекта Дипломат.Ру.

Помочь проекту: https://www.donationalerts.com/r/pavelvag

Альфа-банк: 2200 1529 5129 6527

Свидетельство о регистрации СМИ Эл № ФС 77-64651 выдано федеральной службой по надзору в сфере связи, информационных технологий и массовых коммуникаций (Роскомнадзор) 22.01.2016 г 

ИНФОРМИРУЯ, ОБЪЕДИНЯЕМ!",1093,False
36556082,Горловка.Сегодня,"Горловка. Главные новости и события Горловки, информация, объявления, фото и видео. Новости ЛДНР, РФ и Мира. Газета ""Горловка.Сегодня""",0,False
24729760,1КБР,"Официальная страница сайта 1kbrtv.ru. Вещательный телевизионный канал начал работу в 2005 году. С первых дней работы жанрово-тематическая концепция ВТК «Кабардино-Балкария» была направлена на сохранение в телеэфире родных языков. Ежедневно в эфир выходят передачи на кабардинском, балкарском и русском языках, рассказывающие о культуре, истории, традициях и обычаях народов. Большое внимание в тематическом наполнении телеэфира уделяется вопросам общественно-политической и социально-экономической и направленности, развитию спорта и пропаганде здорового образа жизни.",312,False
23635536,ГЕОЭНЕРГЕТИКА ИНФО,"«Геоэнергетика ИНФО» – первое в России межотраслевое СМИ, охватывающее весь спектр энергетики: от освоения природных ресурсов, появления в энергетике ресурсов новых и не используемых ранее, до старых и новых способов их использования, становления научно-технических школ и их развития, а так же форм борьбы за источники энергетических ресурсов в прошлом и в наше время.

Миссия:
Следуя путем популяризации энергетики как важнейшей составляющей мировой экономики и политики, способствовать просвещению общества, формированию объективного мировоззрения и понимания энергетики, как одной из основ развития русского государства и цивилизации.",8878,False
23490401,ЛенТВ24,"Телек, который запустил RUTUBE. ЛенТВ24: корни в Ленобласти, ветви - в трендах. Нескучная журналистика.

Пишите нам: youtube@lentv24.ru",6179,True
27315339,Павел Иванов,Военни новини с Павел Иванов,86,False
24193861,8 КАНАЛ КРАСНОЯРСКИЙ КРАЙ,"Приветствуем Вас на странице 8 канала RuTube!
Вещание телеканала: КРАСНОЯРСКИЙ КРАЙ, ХАКАСИЯ, ИРКУТСКАЯ ОБЛАСТЬ, РЕСПУБЛИКА ТЫВА, НОВОСИБИРСК.
Подписывайтесь на наши социальные сети и Вы будете в курсе всех важных событий!",349,True
33009840,World Rivers,"Объединение мировой науки, создание единого научного центра и развитие прорывных технологий может решить основные вопросы с мировой ГеоПогодой во всех странах мира.",0,False
32077141,Пашаев ТВ,"Пашаев ТВ - Сила в правде
Юридические консультации Москва Земляной вал 1/4-2
https://pashayev.tv 
#юрист #юридическиеуслуги #юридические_консультации #эльманпашаев",137,False
25644480,Александр Лапиков,"Ежедневные новости в России и мире.
Блогеры, культура, еда, наука, видеоигры, знаменитости, музыка, фильмы и другое.

Для развития канала: подписываемся, делаем реакции и пишем комментарии.",19152,True
23641442,IRYSTONTV,"irystontv - официальный канал Национальной телекомпании РСО-Алания ""Осетия-Ирыстон""/
Irystontv - the official channel of the National TV Company of North Ossetia-Alania ""Ossetia-Iriston""",453,True
35169478,NRRMBD,СМОТРИМ,0,False
24410007,VPRAVDA.RU / Волгоградская правда,"Новости Волгограда и Волгоградской области
Официальный канал СМИ VPRAVDA.RU
Вступайте в наши группы в социальных сетях: vk.com/v_pravda, https://ok.ru/vpravda
Наш канал в ""Телеграм"": https://t.me/vpravdaru
Канал в Яндекс Дзен :  https://zen.yandex.ru/id/6065b3762ef33c659363bd19",215,True
18144,alex_belov,Мой youtube канал:  https://www.youtube.com/@AlexBelovLA,211,False
23832095,Народное телевидение Мордовии,,251,True
25662441,41 канал Воронеж,Официальный канал телеканала 41 Воронеж на Rutube. Заходите на наш официальный сайт https://41-tv.ru.,82,True
31997892,channel31997892,"Меня зовут Николай. На своем канале выкладываю видео  по про игру танки. Смешные, интересные и грустные.   Слежу за играми Мир Танков и World of Tanks.   Собираю песни про войну. ВНИМАНИЕ! Имеются возрастные ограничения. Детям до 12 лет необходимо присутствие взрослого. Подписывайтесь на канал - будет интересно! 
Буду рад вашим лайкам и подписке. С уважением.",34,False
24202558,ТВ Поиск Клин,"Новости городского округа Клин. 
Муниципальная телекомпания. Вещание на цифровом канале ""ТВ ""ПОИСК"". Ежедневные новости с понедельника по среду и в пятницу. В четверг развернутый прямой эфир с гостями в студии.

Наш сайт: poisktv.ru",1744,False
23789262,"Телеканал ""Полярные Зори""","Официальный канал ТВ ""Полярные Зори""",65,False
24240220,ТВ-Домодедово,"Первый выпуск информационной программы телеканала ""ТВ-Домодедово"" вышел в эфир 4 августа 2004 года.

Сегодня телеканал ""ТВ-Домодедово"" - это такие программы как: ""Новости"", ""Встречи в студии"", ""На спорте"", ""Наш Доктор"", ""Просто такая любовь"", ""Поддержи Домодедовское"", ""Рули по правилам"", ""Азы православия"", ""Вестник Благочиния"". 

Располагаемся мы по адресу: г. Домодедово, Каширское шоссе, 70. 
Телефон рекламного отдела: 8-(496)-793-51-05;  8-926-776-45-25",144,False
26544955,Zлая Империя: Новости  Преступления  Происшествия,"Приветствуем вас на нашем канале Zлая Империя. Здесь вы найдете новости РФ, интересные новости, узнаете свежие события, исторические события, новости спецоперации сейчас, затронем криминал, что творится в мире и не только.  Также на нашем канале Zлая Империя будет серия документальных фильмов.

Новые видео выходят каждые понедельник, среда и пятница в 14:00 по МСК. 

Подписывайтесь на канал и на другие наши соцсети, чтобы не пропускать новые видео. 

С уважением Zлая Империя.

Примечание: Мы напоминаем, что предоставляемая информация служит только для общего образования и обсуждения. Мы рекомендуем самостоятельно исследовать темы, которые мы поднимаем, для формирования собственного мнения.
Наш Telegram: https://t.me/theivilempire",123,False
21715590,𝔸𝕣𝕧𝕖𝕤𝕥𝕚,"Привет, дорогие друзья! Если вы ищете качественный юмор, то вы попали по адресу! Мы подготовили для вас самые смешные шутки, приколы и мемы, которые точно поднимут вам настроение. Подписывайтесь на нашу страничку, чтобы не пропустить новые выпуски и самые свежие шутки. Не забудьте поставить лайк, если вам понравилось наше творчество. Вместе мы сделаем этот мир еще смешнее!",4,False
